id,pred,split
funsd_funsd_1_15_50_50_19,value,public
funsd_funsd_1_15_50_50_30,value,public
funsd_funsd_1_16_54_54_21,value,public
funsd_funsd_1_16_54_54_31,value,public
funsd_funsd_1_16_54_54_42,value,public
funsd_funsd_1_16_54_54_48,other,public
funsd_funsd_1_16_54_54_50,other,public
funsd_funsd_1_17_20_20_1,title,public
funsd_funsd_1_17_20_20_6,key,public
funsd_funsd_1_17_20_20_9,key,public
funsd_funsd_1_17_20_20_16,value,public
funsd_funsd_1_18_35_34_0,other,public
funsd_funsd_1_18_35_34_19,key,public
funsd_funsd_1_19_16_16_16,other,public
funsd_funsd_1_20_102_102_19,key,public
funsd_funsd_1_20_102_102_47,value,public
funsd_funsd_1_20_102_102_52,value,public
funsd_funsd_1_20_102_102_55,value,public
funsd_funsd_1_21_36_34_3,value,public
funsd_funsd_1_21_36_34_12,key,public
funsd_funsd_1_22_33_32_13,key,public
funsd_funsd_1_22_33_32_19,value,public
funsd_funsd_1_22_33_32_22,value,public
funsd_funsd_1_22_33_32_25,value,public
funsd_funsd_1_22_33_32_30,key,public
funsd_funsd_1_22_33_32_32,other,public
funsd_funsd_1_23_42_41_3,value,public
funsd_funsd_1_23_42_41_17,key,public
funsd_funsd_1_23_42_41_20,value,public
funsd_funsd_1_23_42_41_21,key,public
funsd_funsd_1_23_42_41_24,key,public
funsd_funsd_1_23_42_41_36,key,public
funsd_funsd_1_24_23_23_0,value,public
funsd_funsd_1_24_23_23_13,key,public
funsd_funsd_1_24_23_23_17,key,public
funsd_funsd_1_24_23_23_18,key,public
funsd_funsd_1_24_23_23_22,key,public
funsd_funsd_1_25_24_23_8,value,public
funsd_funsd_1_25_24_23_9,key,public
funsd_funsd_1_26_12_12_0,title,public
funsd_funsd_1_26_12_12_6,key,public
funsd_funsd_1_27_37_37_0,title,public
funsd_funsd_1_27_37_37_6,key,public
funsd_funsd_1_27_37_37_15,key,public
funsd_funsd_1_27_37_37_22,key,public
funsd_funsd_1_27_37_37_23,key,public
funsd_funsd_1_27_37_37_30,key,public
funsd_funsd_1_27_37_37_35,key,public
funsd_funsd_1_28_56_42_0,key,public
funsd_funsd_1_28_56_42_5,value,public
funsd_funsd_1_28_56_42_11,key,public
funsd_funsd_1_29_41_41_15,key,public
funsd_funsd_1_29_41_41_17,key,public
funsd_funsd_1_29_41_41_22,key,public
funsd_funsd_1_29_41_41_23,key,public
funsd_funsd_1_29_41_41_24,key,public
funsd_funsd_1_29_41_41_31,value,public
funsd_funsd_1_29_41_41_32,key,public
funsd_funsd_1_29_41_41_35,key,public
funsd_funsd_1_30_24_23_2,key,public
funsd_funsd_1_30_24_23_23,other,public
funsd_funsd_1_31_75_74_11,value,public
funsd_funsd_1_31_75_74_12,key,public
funsd_funsd_1_31_75_74_13,value,public
funsd_funsd_1_31_75_74_58,value,public
funsd_funsd_1_32_22_22_10,title,public
funsd_funsd_1_32_22_22_12,value,public
funsd_funsd_1_33_23_23_9,key,public
funsd_funsd_1_35_83_83_0,value,public
funsd_funsd_1_35_83_83_17,value,public
funsd_funsd_1_35_83_83_29,value,public
funsd_funsd_1_35_83_83_33,value,public
funsd_funsd_1_36_27_24_13,value,public
funsd_funsd_1_36_27_24_14,value,public
funsd_funsd_1_37_102_102_15,key,public
funsd_funsd_1_37_102_102_40,key,public
funsd_funsd_1_37_102_102_46,key,public
funsd_funsd_1_37_102_102_51,value,public
funsd_funsd_1_37_102_102_55,value,public
funsd_funsd_1_37_102_102_70,value,public
funsd_funsd_1_38_26_23_19,key,public
funsd_funsd_1_39_37_35_0,key,public
funsd_funsd_1_39_37_35_15,value,public
funsd_funsd_1_39_37_35_26,value,public
funsd_funsd_1_39_37_35_27,key,public
funsd_funsd_1_39_37_35_31,key,public
funsd_funsd_1_40_42_41_4,key,public
funsd_funsd_1_40_42_41_26,key,public
funsd_funsd_1_40_42_41_39,value,public
funsd_funsd_1_40_42_41_41,other,public
funsd_funsd_1_41_47_47_18,value,public
funsd_funsd_1_41_47_47_22,other,public
funsd_funsd_1_41_47_47_24,key,public
funsd_funsd_1_41_47_47_31,key,public
funsd_funsd_1_41_47_47_44,other,public
funsd_funsd_1_43_89_83_8,value,public
funsd_funsd_1_43_89_83_22,other,public
funsd_funsd_1_43_89_83_23,value,public
funsd_funsd_1_43_89_83_31,key,public
funsd_funsd_1_43_89_83_37,key,public
funsd_funsd_1_43_89_83_52,key,public
funsd_funsd_1_43_89_83_55,value,public
funsd_funsd_1_43_89_83_71,key,public
funsd_funsd_1_44_107_103_32,key,public
funsd_funsd_1_44_107_103_42,value,public
funsd_funsd_1_44_107_103_43,key,public
funsd_funsd_1_44_107_103_45,key,public
funsd_funsd_1_44_107_103_47,key,public
funsd_funsd_1_44_107_103_48,key,public
funsd_funsd_1_44_107_103_68,value,public
funsd_funsd_1_44_107_103_79,key,public
funsd_funsd_1_44_107_103_94,other,public
funsd_funsd_1_45_70_70_11,key,public
funsd_funsd_1_45_70_70_32,key,public
funsd_funsd_1_45_70_70_54,key,public
funsd_funsd_1_45_70_70_56,value,public
funsd_funsd_1_46_53_50_0,value,public
funsd_funsd_1_46_53_50_8,key,public
funsd_funsd_1_46_53_50_9,value,public
funsd_funsd_1_46_53_50_30,key,public
funsd_funsd_1_46_53_50_32,key,public
funsd_funsd_1_46_53_50_44,value,public
funsd_funsd_1_46_53_50_45,key,public
funsd_funsd_1_47_74_70_14,key,public
funsd_funsd_1_47_74_70_19,value,public
funsd_funsd_1_47_74_70_38,key,public
funsd_funsd_1_47_74_70_39,key,public
funsd_funsd_1_47_74_70_48,key,public
funsd_funsd_1_48_82_82_3,other,public
funsd_funsd_1_48_82_82_20,key,public
funsd_funsd_1_48_82_82_21,title,public
funsd_funsd_1_48_82_82_22,key,public
funsd_funsd_1_48_82_82_33,key,public
funsd_funsd_1_48_82_82_53,key,public
funsd_funsd_1_48_82_82_76,key,public
funsd_funsd_1_49_46_46_5,key,public
funsd_funsd_1_49_46_46_24,value,public
funsd_funsd_1_49_46_46_34,key,public
funsd_funsd_1_49_46_46_42,other,public
iconqa_choose_txt_iconqa_1_4,6,public
iconqa_choose_txt_iconqa_1_26,no,public
iconqa_choose_txt_iconqa_1_53,4,public
iconqa_choose_txt_iconqa_1_94,sun,public
iconqa_choose_txt_iconqa_1_204,7,public
iconqa_choose_txt_iconqa_1_217,green,public
iconqa_choose_txt_iconqa_1_244,green,public
iconqa_choose_txt_iconqa_1_260,10,public
iconqa_choose_txt_iconqa_1_262,pink,public
iconqa_choose_txt_iconqa_1_355,yellow,public
iconqa_choose_txt_iconqa_1_375,yellow,public
iconqa_choose_txt_iconqa_1_385,slide,public
iconqa_choose_txt_iconqa_1_458,9,public
iconqa_choose_txt_iconqa_1_520,Wendy,public
iconqa_choose_txt_iconqa_1_542,6/9,public
iconqa_choose_txt_iconqa_1_569,4,public
iconqa_choose_txt_iconqa_1_584,'fed the fish',public
iconqa_choose_txt_iconqa_1_645,6:00 A.M.,public
iconqa_choose_txt_iconqa_1_653,sun,public
iconqa_choose_txt_iconqa_1_712,7/8,public
iconqa_choose_txt_iconqa_1_744,about 50,public
iconqa_choose_txt_iconqa_1_759,8,public
iconqa_choose_txt_iconqa_1_767,Ben,public
iconqa_choose_txt_iconqa_1_792,even,public
iconqa_choose_txt_iconqa_1_827,64,public
iconqa_choose_txt_iconqa_1_837,no,public
iconqa_choose_txt_iconqa_1_839,1/3,public
iconqa_choose_txt_iconqa_1_871,71,public
iconqa_choose_txt_iconqa_1_898,drew a picture,public
iconqa_choose_txt_iconqa_1_912,3:00 P.M.,public
iconqa_choose_txt_iconqa_1_913,flat,public
iconqa_choose_txt_iconqa_1_938,bucket,public
iconqa_choose_txt_iconqa_1_1022,5,public
iconqa_choose_txt_iconqa_1_1133,barn,public
iconqa_choose_txt_iconqa_1_1143,bear,public
iconqa_choose_txt_iconqa_1_1170,impossible,public
iconqa_choose_txt_iconqa_1_1252,5:00 P.M.,public
iconqa_choose_txt_iconqa_1_1273,2,public
iconqa_choose_txt_iconqa_1_1295,'8/12',public
iconqa_choose_txt_iconqa_1_1307,8,public
iconqa_choose_txt_iconqa_1_1310,no,public
iconqa_choose_txt_iconqa_1_1323,1:00 P.M.,public
iconqa_choose_txt_iconqa_1_1332,no,public
iconqa_choose_txt_iconqa_1_1338,slide,public
iconqa_choose_txt_iconqa_1_1401,Wendy,public
iconqa_choose_txt_iconqa_1_1463,no,public
iconqa_choose_txt_iconqa_1_1575,9,public
iconqa_choose_txt_iconqa_1_1628,house,public
iconqa_choose_txt_iconqa_1_1629,odd,public
iconqa_choose_txt_iconqa_1_1716,1,public
iconqa_choose_txt_iconqa_1_1728,6,public
iconqa_choose_txt_iconqa_1_1741,yes,public
iconqa_choose_txt_iconqa_1_1763,turtle,public
iconqa_choose_txt_iconqa_1_1791,fish,public
iconqa_choose_txt_iconqa_1_1796,certain,public
iconqa_choose_txt_iconqa_1_1799,'10/12',public
iconqa_choose_txt_iconqa_1_1805,Nick,public
iconqa_choose_txt_iconqa_1_1828,about 60,public
iconqa_choose_txt_iconqa_1_1866,51,public
iconqa_choose_txt_iconqa_1_1876,2:00 P.M.,public
iconqa_choose_txt_iconqa_1_1905,no,public
iconqa_choose_txt_iconqa_1_1907,white,public
iconqa_choose_txt_iconqa_1_2005,6,public
iconqa_choose_txt_iconqa_1_2006,slide,public
iconqa_choose_txt_iconqa_1_2020,probable,public
iconqa_choose_txt_iconqa_1_2059,6,public
iconqa_choose_txt_iconqa_1_2152,no,public
iconqa_choose_txt_iconqa_1_2157,5,public
iconqa_choose_txt_iconqa_1_2166,7/10,public
iconqa_choose_txt_iconqa_1_2169,flip,public
iconqa_choose_txt_iconqa_1_2185,7:00 A.M.,public
iconqa_choose_txt_iconqa_1_2187,green,public
iconqa_choose_txt_iconqa_1_2193,2:30 P.M.,public
iconqa_choose_txt_iconqa_1_2211,slide,public
iconqa_choose_txt_iconqa_1_2253,7:00 P.M.,public
iconqa_choose_txt_iconqa_1_2276,unlikely,public
iconqa_choose_txt_iconqa_1_2277,4,public
iconqa_choose_txt_iconqa_1_2278,no,public
iconqa_choose_txt_iconqa_1_2370,60,public
iconqa_choose_txt_iconqa_1_2401,about 50,public
iconqa_choose_txt_iconqa_1_2404,6,public
iconqa_choose_txt_iconqa_1_2444,91,public
iconqa_choose_txt_iconqa_1_2577,plane,public
iconqa_choose_txt_iconqa_1_2584,about 50,public
iconqa_choose_txt_iconqa_1_2655,practiced piano,public
iconqa_choose_txt_iconqa_1_2656,even,public
iconqa_choose_txt_iconqa_1_2757,2,public
iconqa_choose_txt_iconqa_1_2786,about 20,public
iconqa_choose_txt_iconqa_1_2787,97,public
iconqa_choose_txt_iconqa_1_2817,3:00 P.M.,public
iconqa_choose_txt_iconqa_1_2910,even,public
iconqa_choose_txt_iconqa_1_2940,black,public
iconqa_choose_txt_iconqa_1_2962,3:00 P.M.,public
iconqa_choose_txt_iconqa_1_2965,yes,public
iconqa_choose_txt_iconqa_1_2988,55,public
iconqa_choose_txt_iconqa_1_3032,5,public
iconqa_choose_txt_iconqa_1_3063,9/11,public
iconqa_choose_txt_iconqa_1_3100,plane,public
iconqa_choose_txt_iconqa_1_3108,8,public
iconqa_choose_txt_iconqa_1_3112,walked the dog,public
iconqa_choose_txt_iconqa_1_3113,71,public
iconqa_choose_txt_iconqa_1_3126,slide,public
iconqa_choose_txt_iconqa_1_3152,2,public
iconqa_choose_txt_iconqa_1_3241,blue,public
iconqa_choose_txt_iconqa_1_3271,black,public
iconqa_choose_txt_iconqa_1_3286,2,public
iconqa_choose_txt_iconqa_1_3436,tractor,public
iconqa_choose_txt_iconqa_1_3456,no,public
iconqa_choose_txt_iconqa_1_3458,6,public
iconqa_choose_txt_iconqa_1_3462,2,public
iconqa_choose_txt_iconqa_1_3509,no,public
iconqa_choose_txt_iconqa_1_3561,slide,public
iconqa_choose_txt_iconqa_1_3679,about 20,public
iconqa_choose_txt_iconqa_1_3714,90,public
iconqa_choose_txt_iconqa_1_3716,no,public
iconqa_choose_txt_iconqa_1_3758,1/2,public
iconqa_choose_txt_iconqa_1_3763,slide,public
iconqa_choose_txt_iconqa_1_3786,4,public
iconqa_choose_txt_iconqa_1_3834,5,public
iconqa_choose_txt_iconqa_1_4002,no,public
iconqa_choose_txt_iconqa_1_4042,5,public
iconqa_choose_txt_iconqa_1_4089,10,public
iconqa_choose_txt_iconqa_1_4100,5,public
iconqa_choose_txt_iconqa_1_4139,7:00 P.M.,public
iconqa_choose_txt_iconqa_1_4158,5,public
iconqa_choose_txt_iconqa_1_4174,3,public
iconqa_choose_txt_iconqa_1_4334,house,public
iconqa_choose_txt_iconqa_1_4344,8,public
iconqa_choose_txt_iconqa_1_4375,6/10,public
iconqa_choose_txt_iconqa_1_4392,56,public
iconqa_choose_txt_iconqa_1_4398,slide,public
iconqa_choose_txt_iconqa_1_4415,Ruben,public
iconqa_choose_txt_iconqa_1_4418,blue,public
iconqa_choose_txt_iconqa_1_4464,sphere,public
iconqa_choose_txt_iconqa_1_4467,rocket,public
iconqa_choose_txt_iconqa_1_4522,47,public
iconqa_choose_txt_iconqa_1_4532,7,public
iconqa_choose_txt_iconqa_1_4562,7:30 P.M.,public
iconqa_choose_txt_iconqa_1_4597,slide,public
iconqa_choose_txt_iconqa_1_4598,white,public
iconqa_choose_txt_iconqa_1_4646,3,public
iconqa_choose_txt_iconqa_1_4729,even,public
iconqa_choose_txt_iconqa_1_4780,7,public
iconqa_choose_txt_iconqa_1_4788,2:30 P.M.,public
iconqa_choose_txt_iconqa_1_4827,sub,public
iconqa_choose_txt_iconqa_1_4837,slide,public
iconqa_choose_txt_iconqa_1_4881,71,public
iconqa_choose_txt_iconqa_1_4885,8:00 P.M.,public
iconqa_choose_txt_iconqa_1_4906,no,public
iconqa_choose_txt_iconqa_1_4931,even,public
iconqa_choose_txt_iconqa_1_4945,9,public
iconqa_choose_txt_iconqa_1_4988,5,public
iconqa_choose_txt_iconqa_1_4990,about 30,public
iconqa_choose_txt_iconqa_1_5066,boat,public
iconqa_choose_txt_iconqa_1_5122,plane,public
iconqa_choose_txt_iconqa_1_5140,Brad,public
iconqa_choose_txt_iconqa_1_5149,no,public
iconqa_choose_txt_iconqa_1_5201,unlikely,public
iconqa_choose_txt_iconqa_1_5207,wrote a poem,public
iconqa_choose_txt_iconqa_1_5234,99,public
iconqa_choose_txt_iconqa_1_5238,3,public
iconqa_choose_txt_iconqa_1_5242,2,public
iconqa_choose_txt_iconqa_1_5250,star,public
iconqa_choose_txt_iconqa_1_5266,slide,public
iconqa_choose_txt_iconqa_1_5308,no,public
iconqa_choose_txt_iconqa_1_5323,even,public
iconqa_choose_txt_iconqa_1_5369,2:00 P.M.,public
iconqa_choose_txt_iconqa_1_5417,slide,public
iconqa_choose_txt_iconqa_1_5490,no,public
iconqa_choose_txt_iconqa_1_5543,Linda,public
iconqa_choose_txt_iconqa_1_5572,1,public
iconqa_choose_txt_iconqa_1_5574,5:00 A.M.,public
iconqa_choose_txt_iconqa_1_5584,sun,public
iconqa_choose_txt_iconqa_1_5599,5,public
iconqa_choose_txt_iconqa_1_5608,about 20,public
iconqa_choose_txt_iconqa_1_5637,7:00 A.M.,public
iconqa_choose_txt_iconqa_1_5719,bucket,public
iconqa_choose_txt_iconqa_1_5745,white,public
iconqa_choose_txt_iconqa_1_5749,2,public
iconqa_choose_txt_iconqa_1_5771,9:00 A.M.,public
iconqa_choose_txt_iconqa_1_5865,no,public
iconqa_choose_txt_iconqa_1_5881,3,public
iconqa_choose_txt_iconqa_1_5895,square,public
iconqa_choose_txt_iconqa_1_5904,about 30,public
iconqa_choose_txt_iconqa_1_5915,6,public
iconqa_choose_txt_iconqa_1_5973,about 20,public
iconqa_choose_txt_iconqa_1_5977,white,public
iconqa_choose_txt_iconqa_1_6033,fish,public
iconqa_choose_txt_iconqa_1_6067,sun,public
iconqa_choose_txt_iconqa_1_6074,Ava,public
iconqa_choose_txt_iconqa_1_6102,black,public
iconqa_choose_txt_iconqa_1_6119,slide,public
iconqa_choose_txt_iconqa_1_6151,6,public
iconqa_choose_txt_iconqa_1_6191,slide,public
iconqa_choose_txt_iconqa_1_6216,no,public
iconqa_choose_txt_iconqa_1_6241,2,public
iconqa_choose_txt_iconqa_1_6246,even,public
iconqa_choose_txt_iconqa_1_6254,6,public
iconqa_choose_txt_iconqa_1_6294,impossible,public
iconqa_choose_txt_iconqa_1_6296,2:00 P.M.,public
wildreceipt_wildreceipt_1_3_73_73_7,Others,public
wildreceipt_wildreceipt_1_4_41_40_26,Prod_price_value,public
wildreceipt_wildreceipt_1_11_35_34_6,Others,public
wildreceipt_wildreceipt_1_12_36_36_4,Others,public
wildreceipt_wildreceipt_1_14_52_35_6,Prod_price_value,public
wildreceipt_wildreceipt_1_15_74_72_11,Prod_item_value,public
wildreceipt_wildreceipt_1_15_74_72_16,Others,public
wildreceipt_wildreceipt_1_20_27_26_15,Store_name_value,public
wildreceipt_wildreceipt_1_21_34_34_28,Others,public
wildreceipt_wildreceipt_1_22_42_41_15,Tax_value,public
wildreceipt_wildreceipt_1_26_39_29_4,Tel_value,public
wildreceipt_wildreceipt_1_29_44_44_33,Others,public
wildreceipt_wildreceipt_1_31_40_40_3,Tel_value,public
wildreceipt_wildreceipt_1_32_55_55_23,Prod_price_value,public
wildreceipt_wildreceipt_1_33_24_19_6,Date_value,public
wildreceipt_wildreceipt_1_37_35_35_2,Store_addr_value,public
wildreceipt_wildreceipt_1_37_35_35_18,Others,public
wildreceipt_wildreceipt_1_41_29_29_17,Others,public
wildreceipt_wildreceipt_1_43_34_33_9,Others,public
wildreceipt_wildreceipt_1_44_35_34_12,Prod_item_value,public
wildreceipt_wildreceipt_1_44_35_34_28,Others,public
wildreceipt_wildreceipt_1_45_65_63_47,Prod_item_value,public
wildreceipt_wildreceipt_1_48_59_59_1,Store_name_value,public
wildreceipt_wildreceipt_1_48_59_59_21,Prod_price_value,public
wildreceipt_wildreceipt_1_48_59_59_26,Prod_quantity_value,public
wildreceipt_wildreceipt_1_51_47_46_29,Subtotal_key,public
wildreceipt_wildreceipt_1_52_30_30_17,Total_value,public
wildreceipt_wildreceipt_1_54_50_50_19,Prod_price_value,public
wildreceipt_wildreceipt_1_59_46_45_12,Prod_item_value,public
wildreceipt_wildreceipt_1_66_31_31_5,Store_addr_value,public
wildreceipt_wildreceipt_1_66_31_31_25,Tax_key,public
wildreceipt_wildreceipt_1_66_31_31_26,Total_value,public
wildreceipt_wildreceipt_1_68_37_36_17,Prod_quantity_value,public
wildreceipt_wildreceipt_1_73_73_72_14,Others,public
wildreceipt_wildreceipt_1_73_73_72_57,Others,public
wildreceipt_wildreceipt_1_76_28_26_20,Others,public
wildreceipt_wildreceipt_1_77_45_45_1,Store_addr_value,public
wildreceipt_wildreceipt_1_78_25_25_6,Others,public
wildreceipt_wildreceipt_1_78_25_25_19,Others,public
wildreceipt_wildreceipt_1_83_31_31_10,Others,public
wildreceipt_wildreceipt_1_95_41_31_4,Store_name_value,public
wildreceipt_wildreceipt_1_98_46_45_17,Tax_key,public
wildreceipt_wildreceipt_1_103_45_44_21,Prod_item_value,public
wildreceipt_wildreceipt_1_104_31_31_5,Others,public
wildreceipt_wildreceipt_1_105_31_30_2,Store_addr_value,public
wildreceipt_wildreceipt_1_106_29_23_21,Time_value,public
wildreceipt_wildreceipt_1_108_31_31_14,Others,public
wildreceipt_wildreceipt_1_108_31_31_25,Others,public
wildreceipt_wildreceipt_1_109_45_45_0,Others,public
wildreceipt_wildreceipt_1_109_45_45_13,Others,public
wildreceipt_wildreceipt_1_110_31_29_14,Prod_price_value,public
wildreceipt_wildreceipt_1_112_87_87_34,Prod_item_value,public
wildreceipt_wildreceipt_1_112_87_87_53,Total_key,public
wildreceipt_wildreceipt_1_113_88_88_48,Others,public
wildreceipt_wildreceipt_1_113_88_88_51,Total_key,public
wildreceipt_wildreceipt_1_119_41_41_26,Total_value,public
wildreceipt_wildreceipt_1_119_41_41_28,Tips_key,public
wildreceipt_wildreceipt_1_120_36_35_19,Prod_price_value,public
wildreceipt_wildreceipt_1_122_53_50_33,Others,public
wildreceipt_wildreceipt_1_128_42_41_28,Tax_value,public
wildreceipt_wildreceipt_1_130_20_19_0,Store_name_value,public
wildreceipt_wildreceipt_1_130_20_19_6,Others,public
wildreceipt_wildreceipt_1_131_28_28_22,Tax_value,public
wildreceipt_wildreceipt_1_132_26_25_6,Others,public
wildreceipt_wildreceipt_1_133_32_31_18,Prod_item_value,public
wildreceipt_wildreceipt_1_136_54_52_14,Prod_price_value,public
wildreceipt_wildreceipt_1_137_54_54_22,Prod_item_value,public
wildreceipt_wildreceipt_1_137_54_54_24,Prod_price_value,public
wildreceipt_wildreceipt_1_137_54_54_27,Prod_item_value,public
wildreceipt_wildreceipt_1_140_74_72_55,Time_value,public
wildreceipt_wildreceipt_1_142_41_36_22,Subtotal_key,public
wildreceipt_wildreceipt_1_149_26_23_20,Others,public
wildreceipt_wildreceipt_1_150_40_39_10,Prod_price_value,public
wildreceipt_wildreceipt_1_154_33_33_24,Others,public
wildreceipt_wildreceipt_1_159_38_38_35,Others,public
wildreceipt_wildreceipt_1_162_62_61_3,Store_addr_value,public
wildreceipt_wildreceipt_1_163_21_21_18,Prod_price_value,public
wildreceipt_wildreceipt_1_170_25_22_13,Others,public
wildreceipt_wildreceipt_1_172_39_39_8,Others,public
wildreceipt_wildreceipt_1_173_60_59_18,Others,public
wildreceipt_wildreceipt_1_173_60_59_23,Tax_key,public
wildreceipt_wildreceipt_1_174_32_31_15,Prod_item_value,public
wildreceipt_wildreceipt_1_178_35_30_3,Tel_key,public
wildreceipt_wildreceipt_1_182_31_31_1,Store_addr_value,public
wildreceipt_wildreceipt_1_182_31_31_16,Prod_quantity_value,public
wildreceipt_wildreceipt_1_182_31_31_24,Total_key,public
wildreceipt_wildreceipt_1_182_31_31_27,Date_value,public
wildreceipt_wildreceipt_1_184_31_29_5,Others,public
wildreceipt_wildreceipt_1_186_22_20_14,Tax_value,public
wildreceipt_wildreceipt_1_191_48_47_36,Tax_key,public
wildreceipt_wildreceipt_1_194_28_28_18,Others,public
wildreceipt_wildreceipt_1_195_62_61_20,Prod_item_value,public
wildreceipt_wildreceipt_1_204_43_41_4,Others,public
wildreceipt_wildreceipt_1_205_43_39_6,Others,public
wildreceipt_wildreceipt_1_205_43_39_10,Others,public
wildreceipt_wildreceipt_1_205_43_39_18,Others,public
wildreceipt_wildreceipt_1_208_19_19_8,Others,public
wildreceipt_wildreceipt_1_220_39_37_9,Others,public
wildreceipt_wildreceipt_1_221_64_58_42,Others,public
wildreceipt_wildreceipt_1_224_24_23_19,Others,public
wildreceipt_wildreceipt_1_225_38_38_6,Others,public
wildreceipt_wildreceipt_1_226_47_47_15,Prod_price_value,public
wildreceipt_wildreceipt_1_228_82_77_46,Total_value,public
wildreceipt_wildreceipt_1_243_34_34_2,Others,public
wildreceipt_wildreceipt_1_245_43_42_30,Subtotal_value,public
wildreceipt_wildreceipt_1_249_41_39_18,Others,public
wildreceipt_wildreceipt_1_250_82_82_53,Total_value,public
wildreceipt_wildreceipt_1_261_39_36_26,Prod_item_value,public
wildreceipt_wildreceipt_1_263_56_56_42,Others,public
wildreceipt_wildreceipt_1_264_39_36_23,Prod_item_value,public
wildreceipt_wildreceipt_1_264_39_36_35,Others,public
wildreceipt_wildreceipt_1_265_52_52_32,Total_key,public
wildreceipt_wildreceipt_1_269_34_34_11,Date_key,public
wildreceipt_wildreceipt_1_269_34_34_18,Prod_price_value,public
wildreceipt_wildreceipt_1_272_195_195_14,Date_value,public
wildreceipt_wildreceipt_1_272_195_195_34,Prod_item_value,public
wildreceipt_wildreceipt_1_272_195_195_95,Prod_item_value,public
wildreceipt_wildreceipt_1_273_39_26_22,Others,public
wildreceipt_wildreceipt_1_274_30_27_0,Store_name_value,public
wildreceipt_wildreceipt_1_276_47_47_33,Others,public
wildreceipt_wildreceipt_1_281_73_70_29,Prod_price_value,public
wildreceipt_wildreceipt_1_284_32_31_0,Store_name_value,public
wildreceipt_wildreceipt_1_284_32_31_17,Subtotal_value,public
wildreceipt_wildreceipt_1_287_31_31_7,Date_value,public
wildreceipt_wildreceipt_1_287_31_31_27,Others,public
wildreceipt_wildreceipt_1_290_31_31_15,Prod_price_value,public
wildreceipt_wildreceipt_1_290_31_31_23,Time_value,public
wildreceipt_wildreceipt_1_293_75_75_15,Prod_price_value,public
wildreceipt_wildreceipt_1_293_75_75_43,Total_key,public
wildreceipt_wildreceipt_1_296_42_42_11,Prod_quantity_key,public
wildreceipt_wildreceipt_1_300_60_59_30,Prod_quantity_value,public
wildreceipt_wildreceipt_1_303_70_67_53,Date_value,public
wildreceipt_wildreceipt_1_304_58_58_14,Prod_item_key,public
wildreceipt_wildreceipt_1_307_29_29_6,Time_value,public
wildreceipt_wildreceipt_1_307_29_29_18,Prod_price_value,public
wildreceipt_wildreceipt_1_309_59_48_30,Others,public
wildreceipt_wildreceipt_1_310_25_22_1,Store_addr_value,public
wildreceipt_wildreceipt_1_312_80_80_1,Prod_item_value,public
wildreceipt_wildreceipt_1_314_57_51_13,Prod_item_value,public
wildreceipt_wildreceipt_1_315_58_58_3,Tel_value,public
wildreceipt_wildreceipt_1_316_58_58_45,Date_value,public
wildreceipt_wildreceipt_1_319_39_36_32,Others,public
wildreceipt_wildreceipt_1_324_58_41_17,Prod_price_value,public
wildreceipt_wildreceipt_1_327_50_48_40,Others,public
wildreceipt_wildreceipt_1_329_69_69_15,Prod_quantity_key,public
wildreceipt_wildreceipt_1_329_69_69_19,Prod_price_value,public
wildreceipt_wildreceipt_1_329_69_69_39,Tax_value,public
wildreceipt_wildreceipt_1_330_33_32_19,Tax_value,public
wildreceipt_wildreceipt_1_331_51_45_4,Store_addr_value,public
wildreceipt_wildreceipt_1_332_37_36_19,Prod_item_value,public
wildreceipt_wildreceipt_1_337_45_44_8,Date_key,public
wildreceipt_wildreceipt_1_338_21_21_20,Others,public
wildreceipt_wildreceipt_1_339_22_22_7,Prod_price_value,public
wildreceipt_wildreceipt_1_340_37_37_30,Others,public
wildreceipt_wildreceipt_1_346_31_31_14,Others,public
wildreceipt_wildreceipt_1_347_46_44_15,Prod_item_value,public
wildreceipt_wildreceipt_1_348_26_26_19,Time_value,public
wildreceipt_wildreceipt_1_353_37_37_26,Others,public
wildreceipt_wildreceipt_1_353_37_37_35,Others,public
wildreceipt_wildreceipt_1_357_31_29_17,Others,public
wildreceipt_wildreceipt_1_359_34_32_24,Others,public
wildreceipt_wildreceipt_1_360_50_45_8,Prod_item_value,public
wildreceipt_wildreceipt_1_361_33_32_23,Total_value,public
wildreceipt_wildreceipt_1_362_49_47_29,Prod_item_value,public
wildreceipt_wildreceipt_1_365_38_38_3,Store_addr_value,public
wildreceipt_wildreceipt_1_367_39_38_16,Prod_item_value,public
wildreceipt_wildreceipt_1_369_39_24_2,Tel_value,public
wildreceipt_wildreceipt_1_372_62_53_20,Prod_price_value,public
wildreceipt_wildreceipt_1_374_66_65_26,Prod_price_value,public
wildreceipt_wildreceipt_1_376_41_40_17,Prod_price_value,public
wildreceipt_wildreceipt_1_377_38_38_32,Others,public
wildreceipt_wildreceipt_1_387_24_24_4,Store_addr_value,public
wildreceipt_wildreceipt_1_394_39_38_20,Prod_item_value,public
wildreceipt_wildreceipt_1_395_42_42_1,Store_name_value,public
wildreceipt_wildreceipt_1_395_42_42_22,Others,public
wildreceipt_wildreceipt_1_396_47_47_23,Prod_item_value,public
wildreceipt_wildreceipt_1_402_36_31_4,Others,public
wildreceipt_wildreceipt_1_404_44_44_32,Prod_item_value,public
wildreceipt_wildreceipt_1_407_34_25_22,Others,public
